"days","log_capital","capital","captured_at","interest_rate"
635,4.18,14980,2025-10-21 20:34:56.397,5.45
635,4.18,15000,2025-10-21 20:34:56.424,5.45
635,4.18,15020,2025-10-21 20:34:56.450,5.45
635,4.25,17980,2025-10-21 20:34:56.475,5.45
635,4.26,18000,2025-10-21 20:34:56.502,5.45
635,4.26,18020,2025-10-21 20:34:56.527,5.45
635,4.32,20980,2025-10-21 20:34:56.555,5.50
635,4.32,21000,2025-10-21 20:34:56.580,5.50
635,4.32,21020,2025-10-21 20:34:56.606,5.50
635,4.38,23980,2025-10-21 20:34:56.633,5.50
635,4.38,24000,2025-10-21 20:34:56.658,5.50
635,4.38,24020,2025-10-21 20:34:56.685,5.50
635,4.43,26980,2025-10-21 20:34:56.711,5.50
635,4.43,27000,2025-10-21 20:34:56.735,5.50
635,4.43,27020,2025-10-21 20:34:56.762,5.50
635,4.48,29980,2025-10-21 20:34:56.786,5.50
635,4.48,30000,2025-10-21 20:34:56.813,5.50
635,4.48,30020,2025-10-21 20:34:56.838,5.50
715,3.47,2980,2025-10-21 20:34:56.075,5.25
715,3.48,3000,2025-10-21 20:34:56.106,5.25
715,3.48,3020,2025-10-21 20:34:56.133,5.25
715,3.78,5980,2025-10-21 20:34:56.158,5.30
715,3.78,6000,2025-10-21 20:34:56.185,5.30
715,3.78,6020,2025-10-21 20:34:56.212,5.30
715,3.95,8980,2025-10-21 20:34:56.239,5.35
715,3.95,9000,2025-10-21 20:34:56.265,5.35
715,3.96,9020,2025-10-21 20:34:56.291,5.35
715,4.08,11980,2025-10-21 20:34:56.319,5.35
715,4.08,12000,2025-10-21 20:34:56.345,5.35
715,4.08,12020,2025-10-21 20:34:56.372,5.45
715,4.18,14980,2025-10-21 20:34:56.398,5.45
715,4.18,15000,2025-10-21 20:34:56.425,5.45
715,4.18,15020,2025-10-21 20:34:56.451,5.45
715,4.25,17980,2025-10-21 20:34:56.476,5.45
715,4.26,18000,2025-10-21 20:34:56.503,5.45
715,4.26,18020,2025-10-21 20:34:56.528,5.45
715,4.32,20980,2025-10-21 20:34:56.556,5.50
715,4.32,21000,2025-10-21 20:34:56.581,5.50
715,4.32,21020,2025-10-21 20:34:56.606,5.50
715,4.38,23980,2025-10-21 20:34:56.634,5.50
715,4.38,24000,2025-10-21 20:34:56.659,5.50
715,4.38,24020,2025-10-21 20:34:56.686,5.50
715,4.43,26980,2025-10-21 20:34:56.712,5.50
715,4.43,27000,2025-10-21 20:34:56.736,5.50
715,4.43,27020,2025-10-21 20:34:56.763,5.50
715,4.48,29980,2025-10-21 20:34:56.787,5.50
715,4.48,30000,2025-10-21 20:34:56.814,5.50
715,4.48,30020,2025-10-21 20:34:56.839,5.50
720,3.47,2980,2025-10-21 20:34:56.076,5.25
720,3.48,3000,2025-10-21 20:34:56.107,5.25
720,3.48,3020,2025-10-21 20:34:56.134,5.25
720,3.78,5980,2025-10-21 20:34:56.159,5.30
720,3.78,6000,2025-10-21 20:34:56.186,5.30
720,3.78,6020,2025-10-21 20:34:56.213,5.30
720,3.95,8980,2025-10-21 20:34:56.240,5.35
720,3.95,9000,2025-10-21 20:34:56.266,5.35
720,3.96,9020,2025-10-21 20:34:56.292,5.35
720,4.08,11980,2025-10-21 20:34:56.320,5.35
720,4.08,12000,2025-10-21 20:34:56.346,5.35
720,4.08,12020,2025-10-21 20:34:56.373,5.45
720,4.18,14980,2025-10-21 20:34:56.399,5.45
720,4.18,15000,2025-10-21 20:34:56.426,5.45
720,4.18,15020,2025-10-21 20:34:56.452,5.45
720,4.25,17980,2025-10-21 20:34:56.477,5.45
720,4.26,18000,2025-10-21 20:34:56.504,5.45
720,4.26,18020,2025-10-21 20:34:56.530,5.45
720,4.32,20980,2025-10-21 20:34:56.556,5.50
720,4.32,21000,2025-10-21 20:34:56.582,5.50
720,4.32,21020,2025-10-21 20:34:56.607,5.50
720,4.38,23980,2025-10-21 20:34:56.635,5.50
720,4.38,24000,2025-10-21 20:34:56.660,5.50
720,4.38,24020,2025-10-21 20:34:56.687,5.50
720,4.43,26980,2025-10-21 20:34:56.713,5.50
720,4.43,27000,2025-10-21 20:34:56.737,5.50
720,4.43,27020,2025-10-21 20:34:56.764,5.50
720,4.48,29980,2025-10-21 20:34:56.788,5.50
720,4.48,30000,2025-10-21 20:34:56.815,5.50
720,4.48,30020,2025-10-21 20:34:56.840,5.50
725,3.47,2980,2025-10-21 20:34:56.077,5.25
725,3.48,3000,2025-10-21 20:34:56.108,5.25
725,3.48,3020,2025-10-21 20:34:56.135,5.25
725,3.78,5980,2025-10-21 20:34:56.160,5.30
725,3.78,6000,2025-10-21 20:34:56.187,5.30
725,3.78,6020,2025-10-21 20:34:56.214,5.30
725,3.95,8980,2025-10-21 20:34:56.241,5.35
725,3.95,9000,2025-10-21 20:34:56.267,5.35
725,3.96,9020,2025-10-21 20:34:56.293,5.35
725,4.08,11980,2025-10-21 20:34:56.321,5.35
725,4.08,12000,2025-10-21 20:34:56.347,5.35
725,4.08,12020,2025-10-21 20:34:56.374,5.45
725,4.18,14980,2025-10-21 20:34:56.400,5.45
725,4.18,15000,2025-10-21 20:34:56.427,5.45
725,4.18,15020,2025-10-21 20:34:56.453,5.45
725,4.25,17980,2025-10-21 20:34:56.478,5.45
725,4.26,18000,2025-10-21 20:34:56.505,5.45
725,4.26,18020,2025-10-21 20:34:56.530,5.45
725,4.32,20980,2025-10-21 20:34:56.557,5.50
725,4.32,21000,2025-10-21 20:34:56.583,5.50
725,4.32,21020,2025-10-21 20:34:56.608,5.50
725,4.38,23980,2025-10-21 20:34:56.636,5.50
725,4.38,24000,2025-10-21 20:34:56.661,5.50
725,4.38,24020,2025-10-21 20:34:56.688,5.50
725,4.43,26980,2025-10-21 20:34:56.714,5.50
725,4.43,27000,2025-10-21 20:34:56.739,5.50
725,4.43,27020,2025-10-21 20:34:56.765,5.50
725,4.48,29980,2025-10-21 20:34:56.789,5.50
725,4.48,30000,2025-10-21 20:34:56.816,5.50
725,4.48,30020,2025-10-21 20:34:56.841,5.50
805,3.47,2980,2025-10-21 20:34:56.078,5.25
805,3.48,3000,2025-10-21 20:34:56.109,5.25
805,3.48,3020,2025-10-21 20:34:56.135,5.25
805,3.78,5980,2025-10-21 20:34:56.161,5.30
805,3.78,6000,2025-10-21 20:34:56.188,5.30
805,3.78,6020,2025-10-21 20:34:56.215,5.30
805,3.95,8980,2025-10-21 20:34:56.242,5.35
805,3.95,9000,2025-10-21 20:34:56.268,5.35
805,3.96,9020,2025-10-21 20:34:56.296,5.35
805,4.08,11980,2025-10-21 20:34:56.322,5.35
805,4.08,12000,2025-10-21 20:34:56.348,5.35
805,4.08,12020,2025-10-21 20:34:56.375,5.45
805,4.18,14980,2025-10-21 20:34:56.401,5.45
805,4.18,15000,2025-10-21 20:34:56.428,5.45
805,4.18,15020,2025-10-21 20:34:56.454,5.45
805,4.25,17980,2025-10-21 20:34:56.479,5.45
805,4.26,18000,2025-10-21 20:34:56.506,5.45
805,4.26,18020,2025-10-21 20:34:56.531,5.45
805,4.32,20980,2025-10-21 20:34:56.559,5.50
805,4.32,21000,2025-10-21 20:34:56.584,5.50
805,4.32,21020,2025-10-21 20:34:56.609,5.50
805,4.38,23980,2025-10-21 20:34:56.637,5.50
805,4.38,24000,2025-10-21 20:34:56.662,5.50
805,4.38,24020,2025-10-21 20:34:56.689,5.50
805,4.43,26980,2025-10-21 20:34:56.715,5.50
805,4.43,27000,2025-10-21 20:34:56.740,5.50
805,4.43,27020,2025-10-21 20:34:56.766,5.50
805,4.48,29980,2025-10-21 20:34:56.790,5.50
805,4.48,30000,2025-10-21 20:34:56.817,5.50
805,4.48,30020,2025-10-21 20:34:56.842,5.50
810,3.47,2980,2025-10-21 20:34:56.079,5.25
810,3.48,3000,2025-10-21 20:34:56.110,5.25
810,3.48,3020,2025-10-21 20:34:56.136,5.25
810,3.78,5980,2025-10-21 20:34:56.162,5.30
810,3.78,6000,2025-10-21 20:34:56.189,5.30
810,3.78,6020,2025-10-21 20:34:56.216,5.30
810,3.95,8980,2025-10-21 20:34:56.243,5.35
810,3.95,9000,2025-10-21 20:34:56.269,5.35
810,3.96,9020,2025-10-21 20:34:56.297,5.35
810,4.08,11980,2025-10-21 20:34:56.323,5.35
810,4.08,12000,2025-10-21 20:34:56.349,5.35
810,4.08,12020,2025-10-21 20:34:56.376,5.45
810,4.18,14980,2025-10-21 20:34:56.402,5.45
810,4.18,15000,2025-10-21 20:34:56.429,5.45
810,4.18,15020,2025-10-21 20:34:56.455,5.45
810,4.25,17980,2025-10-21 20:34:56.480,5.45
810,4.26,18000,2025-10-21 20:34:56.506,5.45
810,4.26,18020,2025-10-21 20:34:56.532,5.45
810,4.32,20980,2025-10-21 20:34:56.560,5.50
810,4.32,21000,2025-10-21 20:34:56.585,5.50
810,4.32,21020,2025-10-21 20:34:56.611,5.50
810,4.38,23980,2025-10-21 20:34:56.638,5.50
810,4.38,24000,2025-10-21 20:34:56.663,5.50
810,4.38,24020,2025-10-21 20:34:56.690,5.50
810,4.43,26980,2025-10-21 20:34:56.715,5.50
810,4.43,27000,2025-10-21 20:34:56.741,5.50
810,4.43,27020,2025-10-21 20:34:56.766,5.50
810,4.48,29980,2025-10-21 20:34:56.791,5.50
810,4.48,30000,2025-10-21 20:34:56.818,5.50
810,4.48,30020,2025-10-21 20:34:56.843,5.50
815,3.47,2980,2025-10-21 20:34:56.080,5.25
815,3.48,3000,2025-10-21 20:34:56.111,5.25
815,3.48,3020,2025-10-21 20:34:56.137,5.25
815,3.78,5980,2025-10-21 20:34:56.163,5.30
815,3.78,6000,2025-10-21 20:34:56.190,5.30
815,3.78,6020,2025-10-21 20:34:56.217,5.30
815,3.95,8980,2025-10-21 20:34:56.244,5.35
815,3.95,9000,2025-10-21 20:34:56.270,5.35
815,3.96,9020,2025-10-21 20:34:56.298,5.35
815,4.08,11980,2025-10-21 20:34:56.324,5.35
815,4.08,12000,2025-10-21 20:34:56.350,5.35
815,4.08,12020,2025-10-21 20:34:56.378,5.45
815,4.18,14980,2025-10-21 20:34:56.403,5.45
815,4.18,15000,2025-10-21 20:34:56.430,5.45
815,4.18,15020,2025-10-21 20:34:56.456,5.45
815,4.25,17980,2025-10-21 20:34:56.481,5.45
815,4.26,18000,2025-10-21 20:34:56.507,5.45
815,4.26,18020,2025-10-21 20:34:56.533,5.45
815,4.32,20980,2025-10-21 20:34:56.561,5.50
815,4.32,21000,2025-10-21 20:34:56.586,5.50
815,4.32,21020,2025-10-21 20:34:56.612,5.50
815,4.38,23980,2025-10-21 20:34:56.639,5.50
815,4.38,24000,2025-10-21 20:34:56.664,5.50
815,4.38,24020,2025-10-21 20:34:56.691,5.50
815,4.43,26980,2025-10-21 20:34:56.716,5.50
815,4.43,27000,2025-10-21 20:34:56.742,5.50
815,4.43,27020,2025-10-21 20:34:56.767,5.50
815,4.48,29980,2025-10-21 20:34:56.792,5.50
815,4.48,30000,2025-10-21 20:34:56.819,5.50
815,4.48,30020,2025-10-21 20:34:56.844,5.50
