angle,dir,adc
111,-1,576
110,-1,465
109,-1,476
108,-1,530
107,-1,308
106,-1,616
105,-1,526
104,-1,656
103,-1,522
102,-1,418
101,-1,559
100,-1,430
99,-1,363
98,-1,451
97,-1,400
96,-1,527
95,-1,572
94,-1,423
93,-1,393
92,-1,391
91,-1,400
90,-1,373
89,-1,412
88,-1,303
87,-1,289
86,-1,271
85,-1,259
84,-1,320
83,-1,309
82,-1,332
81,-1,319
80,-1,291
79,-1,324
78,-1,303
77,-1,289
76,-1,424
75,-1,364
74,-1,404
73,-1,395
72,-1,392
71,-1,346
70,-1,375
69,-1,270
68,-1,257
67,-1,460
66,-1,521
65,-1,484
64,-1,561
63,-1,489
62,-1,469
61,-1,533
60,-1,486
59,-1,567
58,-1,544
57,-1,396
56,-1,534
55,-1,346
54,-1,415
53,-1,542
52,-1,544
51,-1,481
50,-1,415
49,-1,406
48,-1,509
47,-1,254
46,-1,517
45,-1,535
44,-1,500
43,-1,506
42,-1,388
41,-1,289
40,-1,484
39,-1,415
38,-1,522
37,-1,484
36,-1,468
35,-1,316
34,-1,488
33,-1,266
32,-1,388
31,-1,489
30,-1,464
29,-1,528
28,-1,208
27,-1,358
26,-1,186
25,-1,472
24,-1,190
23,-1,410
22,-1,528
21,-1,312
20,-1,409
19,-1,419
18,-1,401
17,-1,558
16,-1,357
15,-1,404
14,-1,414
13,-1,415
12,-1,410
11,-1,309
10,-1,464
9,-1,318
8,-1,309
7,-1,521
6,-1,457
5,-1,290
4,-1,360
3,-1,411
2,-1,242
1,-1,537
0,1,521
1,1,244
2,1,250
3,1,302
4,1,369
5,1,503
6,1,272
7,1,309
8,1,413
9,1,407
10,1,435
11,1,233
12,1,329
13,1,351
14,1,366
15,1,516
16,1,431
17,1,469
18,1,463
19,1,436
20,1,337
21,1,268
22,1,540
23,1,434
24,1,527
25,1,554
26,1,381
27,1,591
28,1,428
29,1,544
30,1,498
31,1,535
32,1,494
33,1,352
34,1,362
35,1,467
36,1,539
37,1,247
38,1,477
39,1,528
40,1,411
41,1,455
42,1,508
43,1,470
44,1,418
45,1,374
46,1,421
47,1,477
48,1,446
49,1,487
50,1,499
51,1,399
52,1,416
53,1,502
54,1,436
55,1,441
56,1,451
57,1,499
58,1,490
59,1,453
60,1,340
61,1,459
62,1,298
63,1,452
64,1,460
65,1,477
66,1,486
67,1,248
68,1,464
69,1,301
70,1,365
71,1,520
72,1,444
73,1,325
74,1,294
75,1,334
76,1,202
77,1,225
78,1,249
79,1,265
80,1,338
81,1,316
82,1,237
83,1,395
84,1,447
85,1,342
86,1,393
87,1,344
88,1,392
89,1,303
90,1,277
91,1,414
92,1,367
93,1,326
94,1,273
95,1,218
96,1,445
97,1,256
98,1,254
99,1,246
100,1,294
101,1,297
102,1,243
103,1,340
104,1,229
105,1,296
106,1,282
107,1,317
108,1,326
109,1,334
110,1,316
111,1,375
112,1,337
113,1,302
114,1,479
115,1,448
116,1,541
117,1,796
118,1,617
119,1,753
120,1,739
121,1,877
122,1,884
123,1,397
124,1,607
125,1,421
126,1,538
127,1,580
128,1,819
129,1,260
130,1,628
131,1,873
132,1,782
133,1,548
134,1,388
135,1,773
136,1,720
137,1,940
138,1,944
139,1,910
140,1,892
141,1,221
142,1,791
143,1,697
144,1,851
145,1,761
146,1,868
147,1,935
148,1,898
149,1,941
150,1,769
151,1,700
152,1,823
153,1,657
154,1,861
155,1,884
156,1,447
157,1,947
158,1,982
159,1,814
160,1,659
161,1,818
162,1,930
163,1,707
164,1,767
165,1,856
166,1,773
167,1,948
168,1,980
169,1,575
170,1,712
171,1,687
172,1,904
173,1,958
174,1,930
175,1,899
176,1,925
177,1,786
178,1,863
179,1,923
180,-1,955
179,-1,613
178,-1,571
177,-1,706
176,-1,953
175,-1,933
174,-1,917
173,-1,944
172,-1,967
171,-1,951
170,-1,748
169,-1,849
168,-1,960
167,-1,965
166,-1,476
165,-1,596
164,-1,958
163,-1,975
162,-1,546
161,-1,612
160,-1,529
159,-1,618
158,-1,452
157,-1,933
156,-1,464
155,-1,325
154,-1,781
153,-1,983
152,-1,705
151,-1,268
150,-1,927
149,-1,719
148,-1,775
147,-1,853
146,-1,472
145,-1,957
144,-1,909
143,-1,926
142,-1,871
141,-1,749
140,-1,903
139,-1,816
138,-1,575
137,-1,645
136,-1,613
135,-1,955
134,-1,955
133,-1,878
132,-1,910
131,-1,952
130,-1,643
129,-1,340
128,-1,755
127,-1,767
126,-1,796
125,-1,682
124,-1,652
123,-1,909
122,-1,900
121,-1,553
120,-1,680
119,-1,776
118,-1,591
117,-1,887
116,-1,845
115,-1,813
114,-1,801
113,-1,825
112,-1,822
111,-1,621
110,-1,598
109,-1,525
108,-1,384
107,-1,515
106,-1,497
105,-1,379
104,-1,446
103,-1,325
102,-1,274
101,-1,384
100,-1,310
99,-1,411
98,-1,319
97,-1,448
96,-1,346
95,-1,359
94,-1,337
93,-1,270
92,-1,383
91,-1,340
90,-1,342
89,-1,378
88,-1,203
87,-1,278
86,-1,245
85,-1,232
84,-1,274
83,-1,276
82,-1,315
81,-1,475
80,-1,267
79,-1,261
78,-1,297
77,-1,261
76,-1,269
75,-1,255
74,-1,259
73,-1,234
72,-1,256
71,-1,192
70,-1,298
69,-1,363
68,-1,368
67,-1,497
66,-1,486
65,-1,431
64,-1,500
63,-1,312
62,-1,489
61,-1,483
60,-1,415
59,-1,479
58,-1,328
57,-1,356
56,-1,342
55,-1,336
54,-1,388
53,-1,482
52,-1,281
51,-1,297
50,-1,322
49,-1,281
48,-1,441
47,-1,192
46,-1,486
45,-1,368
44,-1,368
43,-1,349
42,-1,456
41,-1,353
40,-1,305
39,-1,448
38,-1,190
37,-1,352
36,-1,371
35,-1,216
34,-1,345
33,-1,158
32,-1,383
31,-1,432
30,-1,310
29,-1,178
28,-1,253
27,-1,299
26,-1,166
25,-1,361
24,-1,286
23,-1,267
22,-1,451
21,-1,248
20,-1,217
19,-1,323
18,-1,483
17,-1,436
16,-1,262
15,-1,388
14,-1,408
13,-1,225
12,-1,258
11,-1,330
10,-1,305
9,-1,189
8,-1,439
7,-1,357
6,-1,448
5,-1,386
4,-1,331
3,-1,252
2,-1,173
1,-1,488
0,1,480
1,1,278
2,1,361

