angle,dir,adc
47,-1,88
46,-1,87
45,-1,85
44,-1,83
43,-1,83
42,-1,84
41,-1,83
40,-1,83
39,-1,83
38,-1,83
37,-1,83
36,-1,83
35,-1,83
34,-1,83
33,-1,84
32,-1,83
31,-1,83
30,-1,83
29,-1,83
28,-1,83
27,-1,83
26,-1,83
25,-1,83
24,-1,83
23,-1,83
22,-1,83
21,-1,82
20,-1,83
19,-1,83
18,-1,83
17,-1,83
16,-1,83
15,-1,83
14,-1,83
13,-1,83
12,-1,83
11,-1,83
10,-1,83
9,-1,83
8,-1,83
7,-1,83
6,-1,83
5,-1,83
4,-1,83
3,-1,83
2,-1,83
1,-1,83
0,1,83
1,1,83
2,1,83
3,1,83
4,1,83
5,1,83
6,1,83
7,1,83
8,1,83
9,1,83
10,1,83
11,1,83
12,1,84
13,1,83
14,1,83
15,1,83
16,1,84
17,1,83
18,1,83
19,1,83
20,1,83
21,1,83
22,1,84
23,1,83
24,1,83
25,1,84
26,1,83
27,1,84
28,1,83
29,1,83
30,1,83
31,1,83
32,1,84
33,1,84
34,1,84
35,1,84
36,1,85
37,1,85
38,1,85
39,1,85
40,1,84
41,1,85
42,1,85
43,1,84
44,1,85
45,1,85
46,1,85
47,1,85
48,1,86
49,1,86
50,1,89
51,1,90
52,1,92
53,1,93
54,1,94
55,1,96
56,1,98
57,1,99
58,1,102
59,1,104
60,1,106
61,1,108
62,1,109
63,1,113
64,1,116
65,1,119
66,1,121
67,1,124
68,1,127
69,1,131
70,1,135
71,1,136
72,1,141
73,1,141
74,1,145
75,1,150
76,1,155
77,1,152
78,1,162
79,1,166
80,1,170
81,1,174
82,1,185
83,1,188
84,1,197
85,1,209
86,1,212
87,1,227
88,1,228
89,1,238
90,1,248
91,1,256
92,1,273
93,1,292
94,1,260
95,1,308
96,1,328
97,1,339
98,1,370
99,1,392
100,1,428
101,1,450
102,1,493
103,1,529
104,1,584
105,1,698
106,1,866
107,1,887
108,1,920
109,1,918
110,1,882
111,1,881
112,1,901
113,1,908
114,1,906
115,1,889
116,1,903
117,1,905
118,1,887
119,1,892
120,1,893
121,1,894
122,1,844
123,1,888
124,1,901
125,1,865
126,1,886
127,1,894
128,1,893
129,1,904
130,1,875
131,1,893
132,1,892
133,1,891
134,1,895
135,1,869
136,1,883
137,1,888
138,1,897
139,1,900
140,1,887
141,1,831
142,1,905
143,1,904
144,1,898
145,1,901
146,1,914
147,1,916
148,1,911
149,1,898
150,1,894
151,1,898
152,1,900
153,1,895
154,1,878
155,1,913
156,1,871
157,1,882
158,1,893
159,1,905
160,1,903
161,1,901
162,1,901
163,1,863
164,1,894
165,1,918
166,1,891
167,1,892
168,1,900
169,1,908
170,1,899
171,1,901
172,1,913
173,1,892
174,1,898
175,1,883
176,1,872
177,1,915
178,1,909
179,1,886
180,-1,905
179,-1,908
178,-1,911
177,-1,914
176,-1,918
175,-1,887
174,-1,907
173,-1,914
172,-1,903
171,-1,900
170,-1,881
169,-1,905
168,-1,904
167,-1,899
166,-1,897
165,-1,912
164,-1,902
163,-1,921
162,-1,897
161,-1,917
160,-1,907
159,-1,883
158,-1,879
157,-1,890
156,-1,906
155,-1,907
154,-1,897
153,-1,875
152,-1,891
151,-1,894
150,-1,915
149,-1,874
148,-1,907
147,-1,893
146,-1,903
145,-1,899
144,-1,911
143,-1,913
142,-1,912
141,-1,911
140,-1,907
139,-1,893
138,-1,901
137,-1,906
136,-1,884
135,-1,895
134,-1,898
133,-1,902
132,-1,887
131,-1,873
130,-1,872
129,-1,892
128,-1,901
127,-1,906
126,-1,881
125,-1,883
124,-1,902
123,-1,890
122,-1,899
121,-1,891
120,-1,859
119,-1,902
118,-1,887
117,-1,844
116,-1,886
115,-1,898
114,-1,851
113,-1,890
112,-1,906
111,-1,899
110,-1,891
109,-1,903
108,-1,904
107,-1,892
106,-1,890
105,-1,924
104,-1,921
103,-1,920
102,-1,891
101,-1,822
100,-1,606
99,-1,574
98,-1,504
97,-1,491
96,-1,448
95,-1,409
94,-1,381
93,-1,359
92,-1,335
91,-1,320
90,-1,297
89,-1,290
88,-1,279
87,-1,267
86,-1,251
85,-1,241
84,-1,235
83,-1,230
82,-1,229
81,-1,211
80,-1,203
79,-1,197
78,-1,188
77,-1,182
76,-1,176
75,-1,168
74,-1,164
73,-1,158
72,-1,155
71,-1,152
70,-1,149
69,-1,141
68,-1,140
67,-1,136
66,-1,133
65,-1,130
64,-1,125
63,-1,122
62,-1,121
61,-1,118
60,-1,116
59,-1,113
58,-1,109
57,-1,107
56,-1,106
55,-1,104
54,-1,102
53,-1,99
52,-1,98
51,-1,97
50,-1,93
49,-1,93
48,-1,92
47,-1,89
46,-1,89
45,-1,86
44,-1,85
43,-1,85
42,-1,85
41,-1,85
40,-1,85
39,-1,85
38,-1,85
37,-1,85
36,-1,85
35,-1,85
34,-1,85
33,-1,77
32,-1,85
31,-1,85
30,-1,85
29,-1,85
28,-1,85
27,-1,85
26,-1,85
25,-1,85
24,-1,85
23,-1,85
22,-1,85
21,-1,85
20,-1,85
19,-1,84
18,-1,85
17,-1,85
16,-1,85
15,-1,85
14,-1,90
13,-1,85
12,-1,85
11,-1,85
10,-1,85
9,-1,85
8,-1,85
7,-1,85
6,-1,85
5,-1,85
4,-1,85
3,-1,85
2,-1,85
1,-1,84
0,1,84
1,1,85
2,1,85

